ID,Department,School
PHS11,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
IE19,Industrial and Systems Engineering,School of Engineering and Applied Sciences
ECO03,Economics,College of Arts and Sciences
RIA20,Research Institute on Addictions,Research Center and Institute
PHI01,Philosophy,College of Arts and Sciences
MAE24,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
RIA22,Research Institute on Addictions,Research Center and Institute
CSE33,Computer Science and Engineering,School of Engineering and Applied Sciences
SUR11,Surgery,School of Medicine and Biomedical Sciences
JACOB,Jacobs Management Center ,School of Management
PEI29,Pediatrics,School of Medicine and Biomedical Sciences
MDC38,Medicine,School of Medicine and Biomedical Sciences
CHE20,Chemistry,College of Arts and Sciences
BCH16,Biochemistry,School of Medicine and Biomedical Sciences
BIO15,Biological Sciences,College of Arts and Sciences
PSY23,Psychology,College of Arts and Sciences
RIA27,Research Institute on Addictions,Research Center and Institute
MGS03,Management Science and Systems,School of Management
SNG15,School of Nursing,School of Nursing
SCO05,Sociology,College of Arts and Sciences
CIE20,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
EEH11,Epidemiology and Environmental Health,School of Public Health and Health Professions
PHS19,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
PHY19,Physics,College of Arts and Sciences
NEU17,Neurology,School of Medicine and Biomedical Sciences
LAI13,Learning and Instruction,Graduate School of Education
IE13,Industrial and Systems Engineering,School of Engineering and Applied Sciences
MDC47,Medicine,School of Medicine and Biomedical Sciences
CSE27,Computer Science and Engineering,School of Engineering and Applied Sciences
EEH24,Epidemiology and Environmental Health,School of Public Health and Health Professions
URP05,Urban and Regional Planning,School of Architecture and Planning
PHS21,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
ARC08,Architecture,School of Architecture and Planning
SNG34,School of Nursing,School of Nursing
BCH24,Biochemistry,School of Medicine and Biomedical Sciences
EE07,Electrical Engineering,School of Engineering and Applied Sciences
OPH10,Ophthalmology,School of Medicine and Biomedical Sciences
BIO16,Biological Sciences,College of Arts and Sciences
MTH08,Mathematics,College of Arts and Sciences
PHS18,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
FMM12,Family Medicine,School of Medicine and Biomedical Sciences
RIA26,Research Institute on Addictions,Research Center and Institute
EMM03,Emergency Medicine,School of Medicine and Biomedical Sciences
SSW23,School of Social Work,School of Social Work
PB16,Physiology & Biophysics,School of Medicine and Biomedical Sciences
BME07,Biomedical Engineering,School of Engineering and Applied Sciences
PHA16,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
GEO11,Geography,College of Arts and Sciences
MIM10,Microbiology and Immunology,School of Medicine and Biomedical Sciences
ODS10,Oral Diagnostic Sciences,School of Dental Medicine
GLY24,Geology,College of Arts and Sciences
CEDI03,NYS Center for Engineering Design and Industrial Innovation,School of Engineering and Applied Sciences
LAI15,Learning and Instruction,Graduate School of Education
MAE21,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
CSE28,Computer Science and Engineering,School of Engineering and Applied Sciences
ENS04,Exercise and Nutrition Sciences,School of Public Health and Health Professions
OPH05,Ophthalmology,School of Medicine and Biomedical Sciences
MAE27,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
CSE42,Computer Science and Engineering,School of Engineering and Applied Sciences
IE11,Industrial and Systems Engineering,School of Engineering and Applied Sciences
MDC28,Medicine,School of Medicine and Biomedical Sciences
OPH04,Ophthalmology,School of Medicine and Biomedical Sciences
RIA23,Research Institute on Addictions,Research Center and Institute
NER12,Neurosurgery,School of Medicine and Biomedical Sciences
CAT04,Center for Assistive Technology,School of Public Health and Health Professions
SS23,Health Sciences Library,School Service
PSY04,Psychology,College of Arts and Sciences
ENS13,Exercise and Nutrition Sciences,School of Public Health and Health Professions
PHY16,Physics,College of Arts and Sciences
COM11,Communication,College of Arts and Sciences
MGO02,Operations Management and Strategy,School of Management
PEI30,Pediatrics,School of Medicine and Biomedical Sciences
CHE21,Chemistry,College of Arts and Sciences
GLY21,Geology,College of Arts and Sciences
ARC09,Architecture,School of Architecture and Planning
CE14,Chemical and Biological Engineering,School of Engineering and Applied Sciences
PED07,Periodontics and Endodontics,School of Dental Medicine
MDC18,Medicine,School of Medicine and Biomedical Sciences
CSE11,Computer Science and Engineering,School of Engineering and Applied Sciences
CCR05,Center for Computational Research,Research Center and Institute
CHHB06,Community Health and Health Behavior,School of Public Health and Health Professions
PSY05,Psychology,College of Arts and Sciences
BCLS06,Biotechnical and Clinical Laboratory Sciences,School of Medicine and Biomedical Sciences
NUM04,Nuclear Medicine,School of Medicine and Biomedical Sciences
MIM09,Microbiology and Immunology,School of Medicine and Biomedical Sciences
IE16,Industrial and Systems Engineering,School of Engineering and Applied Sciences
BST10,Biostatistics,School of Public Health and Health Professions
APY05,Anthropology,College of Arts and Sciences
PEI10,Pediatrics,School of Medicine and Biomedical Sciences
GEO01,Geography,College of Arts and Sciences
CE10,Chemical and Biological Engineering,School of Engineering and Applied Sciences
GLY05,Geology,College of Arts and Sciences
FMM08,Family Medicine,School of Medicine and Biomedical Sciences
MDC07,Medicine,School of Medicine and Biomedical Sciences
SUR05,Surgery,School of Medicine and Biomedical Sciences
MDC22,Medicine,School of Medicine and Biomedical Sciences
SNG31,School of Nursing,School of Nursing
EE12,Electrical Engineering,School of Engineering and Applied Sciences
MDC24,Medicine,School of Medicine and Biomedical Sciences
FMM02,Family Medicine,School of Medicine and Biomedical Sciences
OBL08,Oral Biology,School of Dental Medicine
LIN08,Linguistics,College of Arts and Sciences
MAE20,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
BIO07,Biological Sciences,College of Arts and Sciences
GEO08,Geography,College of Arts and Sciences
CHE04,Chemistry,College of Arts and Sciences
PEI03,Pediatrics,School of Medicine and Biomedical Sciences
CHE17,Chemistry,College of Arts and Sciences
MTH16,Mathematics,College of Arts and Sciences
PEI04,Pediatrics,School of Medicine and Biomedical Sciences
MAE03,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
MDC05,Medicine,School of Medicine and Biomedical Sciences
CSE01,Computer Science and Engineering,School of Engineering and Applied Sciences
SSW12,School of Social Work,School of Social Work
LAW02,Law School,Law School
BST04,Biostatistics,School of Public Health and Health Professions
BCH04,Biochemistry,School of Medicine and Biomedical Sciences
BCH18,Biochemistry,School of Medicine and Biomedical Sciences
PT06,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
MIM14,Microbiology and Immunology,School of Medicine and Biomedical Sciences
MDC27,Medicine,School of Medicine and Biomedical Sciences
CHHB02,Community Health and Health Behavior,School of Public Health and Health Professions
MIM01,Microbiology and Immunology,School of Medicine and Biomedical Sciences
EEH07,Epidemiology and Environmental Health,School of Public Health and Health Professions
MIM16,Microbiology and Immunology,School of Medicine and Biomedical Sciences
ODS11,Oral Diagnostic Sciences,School of Dental Medicine
MAE17,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
LAI20,Learning and Instruction,Graduate School of Education
RES01,Rehabilitation Sciences,School of Public Health and Health Professions
CHI05,Psychiatry,School of Medicine and Biomedical Sciences
LPP01,Liberty Partnerships Program,Graduate School of Education
PEI19,Pediatrics,School of Medicine and Biomedical Sciences
MIM24,Microbiology and Immunology,School of Medicine and Biomedical Sciences
RTD01,Restorative Dentistry,School of Dental Medicine
BME02,Biomedical Engineering,School of Engineering and Applied Sciences
CBLS01,NYS Center of Excellence in Bioinformatics and Life Sciences,Research Center and Institute
PHA27,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
GEO03,Geography,College of Arts and Sciences
SUR04,Surgery,School of Medicine and Biomedical Sciences
CSEP13,"Counseling, School and Educational Psychology",Graduate School of Education
MTH10,Mathematics,College of Arts and Sciences
PHA30,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
PT03,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
GEO15,Geography,College of Arts and Sciences
GEO09,Geography,College of Arts and Sciences
CIE32,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
CIE33,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
MAE32,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
MTH17,Mathematics,College of Arts and Sciences
APY08,Anthropology,College of Arts and Sciences
APY01,Anthropology,College of Arts and Sciences
PB20,Physiology & Biophysics,School of Medicine and Biomedical Sciences
URO01,Urology,School of Medicine and Biomedical Sciences
SS11,Health Sciences Library,School Service
NEU12,Neurology,School of Medicine and Biomedical Sciences
ARC05,Architecture,School of Architecture and Planning
PEI51,Pediatrics,School of Medicine and Biomedical Sciences
LIN02,Linguistics,College of Arts and Sciences
RAO01,Radiation Oncology,School of Medicine and Biomedical Sciences
CE06,Chemical and Biological Engineering,School of Engineering and Applied Sciences
PHI04,Philosophy,College of Arts and Sciences
PHY05,Physics,College of Arts and Sciences
RTD02,Restorative Dentistry,School of Dental Medicine
EE16,Electrical Engineering,School of Engineering and Applied Sciences
CSEP14,"Counseling, School and Educational Psychology",Graduate School of Education
PB07,Physiology & Biophysics,School of Medicine and Biomedical Sciences
CSE29,Computer Science and Engineering,School of Engineering and Applied Sciences
PHS14,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
PSY28,Psychology,College of Arts and Sciences
PEI44,Pediatrics,School of Medicine and Biomedical Sciences
OBL04,Oral Biology,School of Dental Medicine
MDC48,Medicine,School of Medicine and Biomedical Sciences
SSW04,School of Social Work,School of Social Work
APY18,Anthropology,College of Arts and Sciences
RLL01,Romance Languages and Literature,College of Arts and Sciences
BCH10,Biochemistry,School of Medicine and Biomedical Sciences
CHE12,Chemistry,College of Arts and Sciences
MAE34,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
PEI15,Pediatrics,School of Medicine and Biomedical Sciences
PHY08,Physics,College of Arts and Sciences
SSW21,School of Social Work,School of Social Work
CHE14,Chemistry,College of Arts and Sciences
MTH13,Mathematics,College of Arts and Sciences
MTH06,Mathematics,College of Arts and Sciences
MDC13,Medicine,School of Medicine and Biomedical Sciences
PHA05,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
LAI01,Learning and Instruction,Graduate School of Education
SSW03,School of Social Work,School of Social Work
PHY17,Physics,College of Arts and Sciences
BIO10,Biological Sciences,College of Arts and Sciences
BIO02,Biological Sciences,College of Arts and Sciences
PHY02,Physics,College of Arts and Sciences
EE35,Electrical Engineering,School of Engineering and Applied Sciences
MDC36,Medicine,School of Medicine and Biomedical Sciences
MDC51,Medicine,School of Medicine and Biomedical Sciences
RTD03,Restorative Dentistry,School of Dental Medicine
CHE19,Chemistry,College of Arts and Sciences
PHY04,Physics,College of Arts and Sciences
BIO08,Biological Sciences,College of Arts and Sciences
MTH01,Mathematics,College of Arts and Sciences
MDC66,Medicine,School of Medicine and Biomedical Sciences
LAI23,Learning and Instruction,Graduate School of Education
APY03,Anthropology,College of Arts and Sciences
PED02,Periodontics and Endodontics,School of Dental Medicine
EE26,Electrical Engineering,School of Engineering and Applied Sciences
LAW04,Law School,Law School
SS03,University Libraries,School Service
BIO11,Biological Sciences,College of Arts and Sciences
PSY29,Psychology,College of Arts and Sciences
GLY02,Geology,College of Arts and Sciences
MIM25,Microbiology and Immunology,School of Medicine and Biomedical Sciences
PHY18,Physics,College of Arts and Sciences
SBI01,Structural Biology,School of Medicine and Biomedical Sciences
LAI22,Learning and Instruction,Graduate School of Education
ARC04,Architecture,School of Architecture and Planning
MTH18,Mathematics,College of Arts and Sciences
HIS03,History,College of Arts and Sciences
ORH11,Orthopaedics,School of Medicine and Biomedical Sciences
DO04,"College of Arts and Sciences, Dean's Office",College of Arts and Sciences
CHHB08,Community Health and Health Behavior,School of Public Health and Health Professions
URP03,Urban and Regional Planning,School of Architecture and Planning
APY17,Anthropology,College of Arts and Sciences
CIE30,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
OBL19,Oral Biology,School of Dental Medicine
SCO01,Sociology,College of Arts and Sciences
IE04,Industrial and Systems Engineering,School of Engineering and Applied Sciences
LAI24,Learning and Instruction,Graduate School of Education
PEI02,Pediatrics,School of Medicine and Biomedical Sciences
CHD07,Center for Hearing & Deafness,College of Arts and Sciences
SCO06,Sociology,College of Arts and Sciences
CSE21,Computer Science and Engineering,School of Engineering and Applied Sciences
PSC04,Political Science,College of Arts and Sciences
CHD08,Center for Hearing & Deafness,College of Arts and Sciences
SNG21,School of Nursing,School of Nursing
PSY12,Psychology,College of Arts and Sciences
SCO04,Sociology,College of Arts and Sciences
PEI08,Pediatrics,School of Medicine and Biomedical Sciences
SS08,Office of Vice Provost for International Education,School Service
SNG26,School of Nursing,School of Nursing
OPH01,Ophthalmology,School of Medicine and Biomedical Sciences
PEI53,Pediatrics,School of Medicine and Biomedical Sciences
MTH07,Mathematics,College of Arts and Sciences
SSW15,School of Social Work,School of Social Work
BIO13,Biological Sciences,College of Arts and Sciences
APY10,Anthropology,College of Arts and Sciences
SUR02,Surgery,School of Medicine and Biomedical Sciences
ELP11,Educational Leadership and Policy,Graduate School of Education
SNG04,School of Nursing,School of Nursing
CUS01,Center for Urban Studies,School of Architecture and Planning
RES07,Rehabilitation Sciences,School of Public Health and Health Professions
CIE01,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
BCH06,Biochemistry,School of Medicine and Biomedical Sciences
ANE05,Anesthesiology,School of Medicine and Biomedical Sciences
SNG33,School of Nursing,School of Nursing
MFC01,Millard Fillmore College,Research Center and Institute
OBL05,Oral Biology,School of Dental Medicine
PSY14,Psychology,College of Arts and Sciences
HIS06,History,College of Arts and Sciences
CHHB05,Community Health and Health Behavior,School of Public Health and Health Professions
BCH11,Biochemistry,School of Medicine and Biomedical Sciences
FMM20,Family Medicine,School of Medicine and Biomedical Sciences
NEU14,Neurology,School of Medicine and Biomedical Sciences
LIS06,Library and Information Studies,Graduate School of Education
SS04,General Library Access Services,School Service
OBL18,Oral Biology,School of Dental Medicine
BCH13,Biochemistry,School of Medicine and Biomedical Sciences
D001,"College of Arts and Sciences, Dean's Office",College of Arts and Sciences
MDC20,Medicine,School of Medicine and Biomedical Sciences
MGS04,Management Science and Systems,School of Management
MDC65,Medicine,School of Medicine and Biomedical Sciences
ORH01,Orthopaedics,School of Medicine and Biomedical Sciences
LAI19,Learning and Instruction,Graduate School of Education
EE10,Electrical Engineering,School of Engineering and Applied Sciences
OBL01,Oral Biology,School of Dental Medicine
NEU21,Neurology,School of Medicine and Biomedical Sciences
ENS05,Exercise and Nutrition Sciences,School of Public Health and Health Professions
BIO22,Biological Sciences,College of Arts and Sciences
MIM11,Microbiology and Immunology,School of Medicine and Biomedical Sciences
BIO33,Biological Sciences,College of Arts and Sciences
OPH09,Ophthalmology,School of Medicine and Biomedical Sciences
SSW06,School of Social Work,School of Social Work
CL03,Classics,College of Arts and Sciences
RTD09,Restorative Dentistry,School of Dental Medicine
ELP10,Educational Leadership and Policy,Graduate School of Education
GEO17,Geography,College of Arts and Sciences
PB02,Physiology & Biophysics,School of Medicine and Biomedical Sciences
BIO32,Biological Sciences,College of Arts and Sciences
SCO07,Sociology,College of Arts and Sciences
STEP01,Science and Technology Enrichment Program,Graduate School of Education
EOC01,Educational Opportunity Center,Research Center and Institute
CHE08,Chemistry,College of Arts and Sciences
LAI14,Learning and Instruction,Graduate School of Education
BCLS04,Biotechnical and Clinical Laboratory Sciences,School of Medicine and Biomedical Sciences
OPH03,Ophthalmology,School of Medicine and Biomedical Sciences
SSW11,School of Social Work,School of Social Work
OBL17,Oral Biology,School of Dental Medicine
OBL16,Oral Biology,School of Dental Medicine
MDC59,Medicine,School of Medicine and Biomedical Sciences
MGS05,Management Science and Systems,School of Management
PB22,Physiology & Biophysics,School of Medicine and Biomedical Sciences
ENS03,Exercise and Nutrition Sciences,School of Public Health and Health Professions
NEU04,Neurology,School of Medicine and Biomedical Sciences
